concept_id,concepticon_id,label,pos,semantic_field,definition,status,replacement_id,notes
hou-chair,1476,chair,n,The house,"An item of furniture comprising a seat, legs, back, and sometimes arm rests, on which or in which one people can sit.",active,,
hou-chimney,1305,chimney,n,The house,"A vertical structure of brick, masonry, or steel that carries smoke or steam away from a fire, engine, etc.",active,,
hou-column,2045,column,n,The house,An upright supporting beam.,active,,
hou-cookhouse,334,cookhouse,n,The house,A small house where cooking takes place; a kitchen house.,active,,
hou-corridor,4117,corridor,n,The house,A long passage in a building that connects rooms or other spaces.,active,,
hou-cottage,4116,cottage,n,The house,"A small house, typically in a rural or semi-rural setting, often used as a dwelling or vacation home.",active,,
hou-courtyard,4,courtyard,n,The house,An area wholly or partly surrounded by walls or buildings.,active,,
hou-cupboard,3357,cupboard,n,The house,Storing space with a door that can be closed.,active,,
hou-door,1567,door,n,The house,"An opening, or passage in a fence or wall; the entrance through which you enter or leave a room or building.",active,,
hou-doorknob,4030,doorknob,n,The house,A handle used to open the door.,active,,
hou-doorpost,80,doorpost,n,The house,The frame that supports a door.,active,,
hou-doorsills,2185,doorsills,n,The house,"(Building) a horizontal member of wood, stone, etc, forming the bottom of a door frame.",active,,
hou-drawer,4072,drawer,n,The house,"A sliding compartment in furniture, such as a desk or cabinet, used for storing items.",active,,
hou-dresser,4055,dresser,n,The house,A piece of furniture with drawers used for storing clothes or other personal items.,active,,
hou-dwell,363,dwell,v,The house,To live; to reside; to remain or continue.,active,,
hou-fireplace,185,fireplace,n,The house,"An open recess in a wall at the base of a chimney where a fire may be built, or a hearth.",active,,
hou-floor,1632,floor,n,The house,The bottom or lower part of any room; the supporting surface of a room.,active,,
hou-garden-house,403,garden-house,n,The house,"A small building in a garden, such as a shed, which is not usually build to be inhabitated for long times.",active,,
hou-gate,2940,gate,n,The house,A gate or gateway is a point of entry to a space which is enclosed by walls.,active,,
hou-hammock,2019,hammock,n,The house,"A swinging couch or bed, usually made of netting or canvas about six feet (1.8 m) wide, suspended by clews or cords at the ends.",active,,
hou-home,2406,home,n,The house,The place where one lives.,active,,
hou-house,1252,house,n,The house,"The abode of a human being, their place of residence.",active,,
hou-hut,1678,hut,n,The house,"A simple roofed shelter, often with one  open side.",active,,
hou-igloo,2592,igloo,n,The house,A snow hut built from snow and serving as a shelter.,active,,
hou-incense,3356,incense,n,The house,An aromatic material that releases fragrant smoke when burned.,active,,
hou-inside-a-house,3305,inside a house,x,The house,Inside a building as opposed to outside in the open air.,active,,
hou-key,1472,key,n,The house,An object designed to be able to open (and usually close) a lock.,active,,
hou-kitchen,1365,kitchen,n,The house,A room equipped for preparing and cooking food.,active,,
hou-ladder,1464,ladder,n,The house,"A frame usually portable, of wood, metal, or rope, for ascent and descent, consisting of two vertical side pieces to which are horizontally fastened cross strips or rounds forming steps.",active,,
hou-lamp,625,lamp,n,The house,"A device that produces light, such as an electric lamp.",active,,
hou-lantern,4025,lantern,n,The house,"A source of light (lamp-like) with a usually transparent case protecting either the flame or the lightbulb inside, commonly with a handle by which it can be carried.",active,,
hou-latch,1012,latch,n,The house,"A fastening for a door that has a bar that fits into a notch or slot, and is lifted by a lever or string from either side.",active,,
hou-light-switch,4001,light switch,n,The house,A switch for turning a light on and off.,active,,
hou-lock,1596,lock,n,The house,"Something used for fastening, which can only be opened with a key or combination.",active,,
hou-mason,877,mason,n,The house,A craftsman who builds in stone or brick otherwise known as masonry.,active,,
hou-meeting-house,335,meeting house,n,The house,A building where people meet for a purpose.,active,,
hou-men-s-house,408,men's house,n,The house,A separate building for male persons.,active,,
hou-mortar-binder,1731,mortar binder,n,The house,"Paste made of a mixture of a binder (cement, plaster or lime), sand and water used in masonry to make bricks, stones, etc. stick together.",active,,
hou-padlock,336,padlock,n,The house,A detachable lock that can be used to secure something by means of a sliding or hinged shackle.,active,,
hou-palace,4059,palace,n,The house,"A large and grand residence, typically the official home of a sovereign, monarch, or high-ranking dignitary.",active,,
hou-pillow,1044,pillow,n,The house,Cushion placed under the head for sleeping.,active,,
hou-pole,282,pole,n,The house,"A strong upright piece of wood, metal etc. that is fixed into the ground, especially to support something.",merged,281,
hou-porch,3269,porch,n,The house,"A structure attached to the exterior of a building, often acting as a roofed entrance; a balcony; a veranda.",active,,
hou-post,281,post,n,The house,"A strong upright piece of wood, metal etc. that is fixed into the ground, especially to support something.",active,,
hou-pyramid,2600,pyramid,n,The house,A structure whose outer surfaces are triangular and converge to a single point at the top.,active,,
hou-rack,3176,rack,n,The house,Bamboo shelves in the kitchen to store food and utensils.,active,,
hou-rafter,829,rafter,n,The house,"One of several parallel sloping beams that extend from the ridge to the wall-plate, to support the roof and its associated loads; the sloping top member of a roof truss, which carries the purlins.",active,,
hou-rattan,2497,rattan,n,The house,Material from rattan palms which is used to create furniture.,active,,
hou-reside,1099,reside,v,The house,To have permanent residence.,merged,363,
hou-ridgepole,280,ridgepole,n,The house,The highest horizontal beam in a roof.,active,,
hou-rocking-chair,3999,rocking chair,n,The house,A chair built on two pieces of curved wood so that it moves forwards and backwards when you are sitting in it.,active,,
hou-roof,769,roof,n,The house,The structure covering a building.,active,,
hou-room,1450,room,n,The house,"A separate part of a building, enclosed by walls, a floor and a ceiling.",active,,
hou-sago-thatch,2616,sago thatch,n,The house,A roof made from the Sago palm.,active,,
hou-seat,4088,seat,n,The house,"An object designed for sitting, typically with a flat surface and sometimes a backrest or armrests.",active,,
hou-shelf,745,shelf,n,The house,"A flat, rigid, rectangular structure, fixed at right angles to a wall, and used to support, store or display objects.",active,,
hou-sofa,3099,sofa,n,The house,Piece of furniture usually stuffed and used for seating two or more persons.,active,,
hou-stairs,34,stairs,n,The house,A contiguous set of steps connecting two floors.,active,,
hou-step,1158,step,n,The house,A flat surface or support that facilitates the ascent or descent of a stairway or step-ladder.,active,,
hou-stool,2058,stool,n,The house,A chair without back and arm rests.,active,,
hou-stove,859,stove,n,The house,"A chamber within which a fuel-air mixture is burned to provide heat, the heat itself being radiated outward from the chamber; used for space heating, process-fluid heating, and steel blast furnaces.",active,,
hou-table,1775,table,n,The house,"A piece of furniture that generally consists of a hard, flat, horizontal surface, which is elevated and stabilised by 3 or more legs (usually 4).",active,,
hou-tan,247,tan,v,The house,To treat skins and hides with tannic acid so as to convert them into leather.,active,,
hou-tent,1316,tent,n,The house,"A portable lodging (usually made from waterproof plastic, animal hide or canvas streched by poles) that is used for sheltering people and objects from the weather when camping or at festivals.",active,,
hou-thatch,279,thatch,n,The house,"Natural roofing material such as straw, reeds, leaves, etc.",active,,
hou-thatch-or-roof,2100,thatch or roof,n,The house,The cover of a house or a hut.,active,,
hou-threshold,1727,threshold,n,The house,The bottom-most part of a doorway that one crosses to enter; a sill.,active,,
hou-tile,3404,tile,n,The house,"The long-lasting material that is manufactured in multiple pieces and used for covering flat surfaces of a building, such as a roof, walls, or floor.",active,,
hou-torch,1919,torch,n,The house,A stick with a flame on one end used as a light source.,active,,
hou-trough,205,trough,n,The house,"A long, narrow container, open on top, for feeding or watering animals.",active,,
hou-wall,933,wall,n,The house,The outer structure which encloses a building.,active,,
hou-wardrobe,3106,wardrobe,n,The house,"Large object, often made out of wood, used for storing clothes or other fabrics.",active,,
hou-window,1375,window,n,The house,"An opening, usually covered by one or more panes of clear glass, to allow light from outside to enter a building or vehicle.",active,,
hou-yard,736,yard,n,The house,"A small, usually uncultivated area adjoining or within the precincts of a house or other building.",active,,
kin-adult,3635,adult,n,Kinship,A fully grown and mature person.,active,,
kin-ancestors,1669,ancestors,n,Kinship,"Person from whom a person is descended, whether on the father's or mother's side, at any number of generations.",active,,
kin-aunt,1272,aunt,n,Kinship,A woman with one or more siblings who have one or more children; a sister of someone's father or mother.,active,,
kin-aunt-or-mother-in-law,2383,aunt or mother-in-law,n,Kinship,Either an aunt or the mother-in-law of a person.,active,,
kin-baby,1289,baby,n,Kinship,"A very young human being, from birth to a year old.",active,,
kin-bastard,1947,bastard,n,Kinship,A child born of parents not married to each other.,active,,
kin-black-man,2806,black man,n,Kinship,Term used to describe men who are perceived to be dark-skinned.,active,,
kin-black-woman,2807,black woman,n,Kinship,Term used to describe women who are perceived to be dark-skinned.,active,,
kin-blind-person,457,blind person,n,Kinship,Person who has a complete lack of form and visual light perception.,active,,
kin-boy,1366,boy,n,Kinship,"A young male person, usually a child or teenager.",active,,
kin-boy-or-son,2391,boy or son,n,Kinship,Either a son or a boy.,active,,
kin-bride,1266,bride,n,Kinship,A woman who is going to get married or has just got married.,active,,
kin-brother,1262,brother,n,Kinship,A male person who has the same parents as another person.,active,,
kin-brother-in-law,2314,brother-in-law,n,Kinship,The brother of one's partner in a marriage.,active,,
kin-brother-in-law-husband-s-older-brother,2698,brother-in-law,n,Kinship,Husband of one's older brother.,active,,
